순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
취득가액;감가상각액;감가상각 누계액;장부가액;내용연수
1;서울본청;문화시설;공립도서관;서울도서관;2012.10.26;직영;9,499;18,711;53;1,148,307;2,522;64,100;0;64,100;0;40;2,522;0;-2,522
2;서울본청;문화시설;박물관;서울역사박물관;1998.02.03;직영;20,883;99,728;259;1,788,452;14,006;34,000;0;12,930;21,070;40;14,006;806;-13,199
3;서울본청;문화시설;박물관;한성백제박물관;2011.12.31;직영;19,423;14,894;134;744,639;12,776;79,531;367;2,200;77,330;40;12,776;273;-12,503
4;서울본청;문화시설;미술관;서울시립미술관;2002.01.31;직영;13,433;25,420;144;1,818,375;11,972;27,804;695;10,253;17,551;40;11,972;1,164;-10,809
5;서울본청;문화시설;문화예술회관;동대문디자인플라자;2013.11.30;위탁;86,574;62,108;65;9,237,337;16,797;384,332;10,128;19,736;364,596;40;16,797;15,700;-1,098
6;서울본청;문화시설;문화예술회관;블루스퀘어;2011.11.03;BTO;10,922;30,250;69;653,427;0;54,837;1,450;5,905;48,932;40;0;1,572;1,572
7;서울본청;문화시설;문화예술회관;세종문화회관;1978.04.14;위탁;13,081;55,758;423;1,987,428;37,260;28,533;444;8,870;19,663;40;37,260;38,637;1,377
8;서울본청;문화시설;청소년수련회관;노원청소년수련관;1997.06.30;위탁;8,246;3,560;77;896,849;4,789;39,443;88;1,266;38,177;40;4,789;5,033;244
9;서울본청;문화시설;청소년수련회관;마포청소년수련관;2008.11.01;위탁;5,208;2,286;35;844,943;3,803;27,022;774;4,824;22,198;40;3,803;3,805;1
10;서울본청;문화시설;청소년수련회관;목동청소년수련관;1997.10.21;위탁;6,203;5,743;31;653,393;2,667;32,209;61;1,223;30,986;40;2,667;2,918;251
11;서울본청;문화시설;청소년수련회관;은평청소년수련관;2003.10.25;위탁;4,963;13,500;41;769,998;3,367;23,130;267;2,469;20,661;40;3,367;3,559;192
12;서울본청;문화시설;과학관;서울시립과학관;2016.06.30;직영;12,330;25,875;73;170,585;4,210;42,349;2,223;2,223;40,126;40;4,210;384;-3,826
13;서울본청;체육시설;육상경기장;잠실올림픽주경기장;1984.09.29;직영;75,469;111,792;30;702,886;8,523;36,736;0;26,559;10,177;40;8,523;8,618;95
14;서울본청;체육시설;축구장;서울월드컵경기장;2001.12.27;위탁;58,552;216,712;0;887,619;9,650;83,642;2,091;31,540;52,102;40;9,650;19;-9,631
15;서울본청;체육시설;야구장;잠실야구장;1982.07.15;위탁;26,331;45,312;40;2,392,566;2,251;21,646;0;16,882;4,764;40;2,251;14,524;12,274
16;서울본청;기타시설;기타시설;서울에너지드림센터;2012.12.10;위탁;3,762;13,039;12;101,898;914;20,306;508;2,583;18,231;40;914;35;-880
17;서울종로구;체육시설;체육관;종로문화체육센터;2007.04.01;위탁;6,756;3,069;39;675,333;2,432;19,535;385;3,815;15,720;40;2,432;2,325;-107
18;서울종로구;기타시설;기타시설;종로구민회관;2000.01.31;위탁;11,262;3,974;44;560,367;2,493;22,582;323;5,466;17,116;40;2,493;1,659;-834
19;서울중구;문화시설;문화예술회관;충무아트센터;2005.02.04;위탁;25,994;6,512;46;447,855;7,696;34,639;517;5,665;28,974;40;7,696;7,258;-438
20;서울중구;체육시설;체육관;충무아트홀 스포츠센터;2005.02.04;위탁;12,520;9,172;35;1,774,006;3,368;14,149;354;2,668;16,265;40;3,368;4,379;1,011
21;서울중구;체육시설;체육관;회현체육센터;2009.05.01;위탁;4,829;2,693;21;377,154;1,428;14,365;359;2,104;13,500;40;1,428;821;-607
22;서울중구;기타시설;기타시설;중구구민회관;1990.06.05;위탁;1,899;5,224;0;0;837;14,163;82;1,520;12,643;40;837;628;-210
23;서울용산구;문화시설;문화예술회관;용산아트홀;2010.07.01;직영;8,519;13,497;8;120,000;645;27,048;676;5,362;21,686;40;645;270;-375
24;서울용산구;체육시설;체육관;용산구문화체육센터;2005.08.10;위탁;5,919;1,272;25;448,872;1,769;14,853;381;4,564;10,289;40;1,769;1,563;-205
25;서울용산구;복지시설;종합사회복지관;갈월종합사회복지관;2001.09.01;위탁;6,358;1,627;37;387,028;2,459;12,592;247;4,076;8,516;40;2,459;2,559;100
26;서울용산구;기타시설;기타시설;용산청소년수련관;2006.06.15;위탁;6,497;1,333;31;74,991;2,345;14,000;287;3,245;10,755;40;2,345;2,286;-59
27;서울성동구;문화시설;공립도서관;성동구립도서관;1999.04.23;위탁;5,692;1,894;28;1,418,541;1,899;12,148;304;5,694;6,454;40;1,899;240;-1,660
28;서울성동구;기타시설;기타시설;성수문화복지회관;2012.09.14;위탁;9,726;2,204;21;408,241;1,091;23,580;589;2,898;20,681;40;1,091;396;-695
29;서울광진구;문화시설;공립도서관;광진정보도서관;2000.11.10;위탁;7,283;3,499;27;1,261,416;1,702;10,540;69;1,199;18,286;40;1,702;125;-1,578
30;서울광진구;문화시설;문화예술회관;광진문화예술회관;2005.03.01;위탁;18,860;5,931;26;770,241;3,089;32,220;350;2,756;35,517;40;3,089;3,610;520
31;서울광진구;체육시설;체육관;광진구민체육센터;2006.06.30;위탁;6,623;10,921;27;1,017,952;3,483;25,369;468;5,410;21,639;40;3,483;3,526;43
32;서울광진구;체육시설;체육관;중곡문화체육센터;2008.10.28;위탁;8,176;3,690;25;688,174;2,821;16,500;413;3,815;16,637;40;2,821;2,530;-290
33;서울동대문구;문화시설;공립도서관;답십리도서관;2014.04.03;위탁;3,142;883;18;496,155;829;11,519;288;864;10,655;40;829;161;-668
34;서울동대문구;체육시설;체육관;동대문구체육관;2004.10.05;위탁;5,742;5,746;13;359,763;659;11,438;286;3,717;7,721;40;659;481;-178
35;서울동대문구;복지시설;종합사회복지관;동대문종합사회복지관;2000.07.15;위탁;7,464;1,845;57;537,581;4,221;9,885;249;4,272;5,613;40;4,221;4,870;649
36;서울중랑구;문화시설;공립도서관;중랑구립정보도서관;1999.01.26;위탁;5,106;3,307;27;1,687,119;1,659;11,447;141;2,531;8,915;40;1,659;191;-1,468
37;서울중랑구;체육시설;체육관;중랑구민체육센터;1999.08.31;위탁;6,302;3,248;31;1,100,430;2,840;9,314;233;4,055;9,455;40;2,840;2,736;-104
38;서울중랑구;체육시설;체육관;중랑문화체육관;2006.08.07;위탁;5,075;6,998;25;731,578;1,908;15,213;301;3,138;12,075;40;1,908;1,303;-605
39;서울성북구;문화시설;공립도서관;성북정보도서관;2001.12.15;위탁;6,667;2,468;25;290,954;1,483;13,134;571;5,582;7,552;40;1,483;87;-1,396
40;서울강북구;문화시설;문화예술회관;강북문화예술회관;2001.11.01;위탁;11,570;13,478;42;1,201,228;2,832;34,090;852;13,636;20,454;40;2,832;1,401;-1,432
41;서울강북구;체육시설;축구장;강북구민운동장;2000.07.22;위탁;172;12,000;5;202,209;238;13,593;340;5,947;7,646;40;238;198;-40
42;서울강북구;체육시설;체육관;강북웰빙스포츠센터;2005.01.31;위탁;6,828;4,539;33;942,498;2,818;14,480;362;4,706;9,774;40;2,818;2,055;-762
43;서울도봉구;문화시설;박물관;둘리뮤지엄;2015.04.30;위탁;4,151;5,600;17;94,495;1,143;16,851;421;1,123;15,728;40;1,143;331;-812
44;서울노원구;문화시설;공립도서관;노원정보도서관;2006.02.15;위탁;6,526;2,850;26;2,250,000;1,903;16,792;359;4,340;12,452;40;1,903;77;-1,825
45;서울노원구;문화시설;문화예술회관;노원문화예술회관;2004.02.10;위탁;13,167;3,071;36;216,571;2,312;24,550;519;6,745;17,805;40;2,312;750;-1,562
46;서울노원구;체육시설;기타체육시설;월계문화체육센터;2017.09.01;위탁;7,999;261,303;34;24,040;1,699;22,682;47;47;22,635;40;1,699;803;-896
47;서울은평구;문화시설;박물관;은평역사한옥박물관;2014.10.07;직영;2,901;6,530;14;56,389;1,178;12,276;307;1,918;10,358;40;1,178;66;-1,112
48;서울은평구;문화시설;문화예술회관;은평문화예술회관;1996.11.15;위탁;9,151;16,083;29;203,516;1,389;3,035;76;1,530;16,113;40;1,389;433;-955
49;서울은평구;체육시설;체육관;은평구민체육센터;2003.09.01;위탁;8,847;9,988;47;128,700;2,615;16,700;317;5,064;11,635;40;2,615;2,836;220
50;서울은평구;체육시설;체육관;은평다목적체육관;2014.02.12;위탁;2,954;5,876;10;22,870;777;8,564;214;1,586;25,838;40;777;304;-473
51;서울서대문구;문화시설;박물관;서대문자연사박물관;2003.07.10;직영;1,998;10,351;34;328,427;3,613;5,493;66;2,491;21,379;60;3,613;2,000;-1,613
52;서울마포구;문화시설;공립도서관;마포중앙도서관;2017.10.27;직영;20,229;10,754;47;195,987;1,079;39,945;416;416;39,529;40;1,079;415;-664
53;서울마포구;체육시설;체육관;마포구민체육센터;2015.10.30;위탁;7,390;3,554;24;152,408;1,356;16,542;415;859;15,683;40;1,356;1,797;442
54;서울마포구;기타시설;기타시설;마포아트센터;2002.04.26;위탁;19,756;8,388;54;133,986;7,454;31,234;781;12,299;18,936;40;7,454;7,577;124
55;서울양천구;문화시설;문화예술회관;양천문화회관;1998.01.12;직영;12,801;4,658;13;260,000;663;18,590;437;9,848;11,699;40;663;194;-470
56;서울강서구;문화시설;박물관;허준박물관;2004.11.20;위탁;1,793;5,693;10;71,565;601;10,029;73;651;9,378;40;601;66;-535
57;서울강서구;문화시설;미술관;겸재정선미술관;2008.11.30;위탁;880;4,065;10;60,860;588;16,566;240;2,198;14,368;40;588;61;-527
58;서울강서구;체육시설;체육관;강서구민올림픽체육센터;2000.07.31;위탁;11,357;3,011;39;65,086;3,215;14,037;149;2,553;11,484;40;3,215;2,213;-1,001
59;서울강서구;체육시설;체육관;마곡레포츠센터;2006.11.30;위탁;4,079;20,000;23;69,736;1,922;13,120;328;3,581;9,539;40;1,922;1,663;-259
60;서울금천구;문화시설;문화예술회관;금나래아트홀;2008.11.01;위탁;6,261;6,261;17;121,262;450;18,210;455;4,097;14,113;40;450;52;-398
61;서울금천구;체육시설;기타체육시설;금천구민문화체육센터;2001.03.12;위탁;9,115;5,529;26;92,833;2,621;20,479;418;6,692;13,788;40;2,621;2,616;-5
62;서울영등포구;체육시설;체육관;영등포제1스포츠센터;2004.09.01;위탁;9,169;19,782;20;119,784;3,115;15,888;397;5,329;10,559;40;3,115;3,156;41
63;서울영등포구;체육시설;체육관;영등포제2스포츠센터;2014.08.01;위탁;6,674;1,506;19;63,197;2,516;22,105;553;1,934;20,171;40;2,516;2,837;321
64;서울영등포구;기타시설;기타시설;영등포구민회관;1992.12.29;위탁;3,290;7,075;16;62,340;987;24,631;866;11,429;13,203;40;987;3,238;2,251
65;서울동작구;체육시설;기타체육시설;동작구민체육센터;2002.05.10;위탁;8,650;4,709;23;77,552;4,081;22,132;137;1,867;20,265;40;4,081;4,127;46
66;서울동작구;체육시설;기타체육시설;사당종합체육관;2017.03.27;위탁;7,102;3,202;16;23,307;1,350;22,376;43;43;22,333;40;1,350;1,262;-88
67;서울동작구;기타시설;기타시설;동작문화복지센터;1999.05.28;직영;10,022;2,897;14;833,000;743;17,458;356;6,019;11,439;40;743;83;-660
68;서울관악구;문화시설;문화예술회관;관악문화관;2002.08.28;위탁;14,279;7,349;44;658,685;4,698;31,460;649;8,410;23,050;40;4,698;145;-4,553
69;서울관악구;체육시설;체육관;관악구민종합체육센터;2000.09.08;위탁;1,924;10,357;39;98,860;2,895;6,914;218;2,244;4,671;40;2,895;2,592;-304
70;서울서초구;문화시설;공립도서관;서초구립반포도서관;2013.03.12;위탁;3,591;1,320;18;817,455;1,436;20,410;510;2,551;17,858;40;1,436;62;-1,374
71;서울서초구;기타시설;기타시설;심산기념문화센터;2010.01.22;위탁;8,415;26,092;10;211,978;1,417;17,200;430;3,118;14,083;40;1,417;743;-674
72;서울강남구;문화시설;공립도서관;도곡정보문화도서관;2012.12.14;위탁;2,930;2,812;10;1,128,126;741;27,758;694;3,528;24,230;40;741;10;-731
73;서울강남구;문화시설;청소년수련회관;역삼청소년수련관;2004.01.30;위탁;7,048;1,372;32;331,498;2,885;13,141;329;4,555;8,586;40;2,885;3,085;200
74;서울강남구;체육시설;체육관;강남스포츠문화센터;2005.03.01;위탁;1,571;3,304;44;87,412;3,137;20,038;511;6,278;13,760;40;3,137;1,751;-1,387
75;서울송파구;문화시설;공립도서관;글마루도서관;2013.10.25;위탁;3,696;9,949;18;990,519;1,359;11,513;250;1,085;10,428;40;1,359;85;-1,274
76;서울송파구;체육시설;기타체육시설;송파구체육문화회관;2004.02.10;위탁;8,983;4,426;37;775,000;3,874;15,300;10;237;15,063;40;3,874;4,015;141
77;서울강동구;문화시설;문화예술회관;강동아트센터;2010.11.20;직영;18,065;20,252;29;79,454;3,467;55,109;1,374;9,965;47,410;40;3,467;825;-2,643
78;서울강동구;체육시설;체육관;온조대왕문화체육관;2003.12.07;위탁;1,745;6,490;31;67,429;2,697;13,664;100;1,413;14,803;40;2,697;2,035;-662
79;부산본청;문화시설;박물관;복천박물관;1996.02.26;직영;7,798;56,334;24;191,094;2,526;43,447;33;741;42,706;40;2,526;0;-2,526
80;부산본청;문화시설;미술관;부산광역시립미술관;1998.03.20;직영;22,826;27,191;50;603,366;8,379;41,192;154;24,129;17,063;40;8,379;170;-8,209
81;부산본청;문화시설;문화예술회관;부산문화회관;1988.07.25;위탁;44,009;48,424;57;249,987;9,371;44,600;871;29,725;14,875;40;9,371;2,586;-6,785
82;부산본청;문화시설;문화예술회관;영화의전당;2011.09.28;위탁;54,335;32,137;48;953,361;12,530;167,850;3,402;20,536;147,314;40;12,530;4,442;-8,087
83;부산본청;체육시설;육상경기장;아시아드주경기장;2001.09.01;직영;103,163;114,098;68;507,608;2,852;230,612;2,223;21,621;208,991;40;2,852;3,994;1,142
84;부산본청;체육시설;싸이클경기장;금정체육공원;2002.07.31;위탁;36,542;19,769;84;330,341;26,079;75,232;1,880;30,092;45,140;40;26,079;27,949;1,871
85;부산본청;체육시설;테니스장;금정체육공원;2002.07.31;위탁;7,867;2,630;5;45,248;1,133;35,600;890;14,240;21,360;40;1,133;652;-481
86;부산본청;체육시설;체육관;강서체육공원 체육관;2002.08.01;직영;21,440;12,236;25;1,225,048;2,562;32,931;221;3,287;29,644;40;2,562;847;-1,714
87;부산본청;체육시설;체육관;금정체육공원;2002.07.31;위탁;21,075;7,354;8;381,431;4,878;41,800;1,045;16,720;25,080;40;4,878;2,806;-2,072
88;부산본청;체육시설;체육관;기장체육관;2002.08.01;직영;21,471;61,135;20;120,019;1,139;48,010;282;4,353;43,657;40;1,139;47;-1,092
89;부산본청;체육시설;체육관;사직실내체육관;1985.08.28;직영;31,041;25,901;20;666,967;1,940;22,953;305;7,725;15,228;40;1,940;646;-1,294
90;부산본청;체육시설;수영장;종합운동장실내수영장;1989.02.01;직영;18,149;25,411;42;723,892;1,458;23,090;185;5,347;17,743;40;1,458;2,073;615
91;부산본청;체육시설;요트장;요트경기장;1986.04.03;직영;14,013;138,561;33;339,436;2,440;70,826;44;1,309;69,517;40;2,440;1,893;-548
92;부산동구;체육시설;기타체육시설;동구국민체육문예센터;2017.08.24;직영;5,719;2,818;29;530,000;612;17,903;140;140;17,763;40;612;595;-17
93;부산영도구;문화시설;문화예술회관;영도문화예술회관;2009.10.19;직영;3,538;26,987;21;61,124;1,010;10,500;263;2,100;8,400;40;1,010;101;-909
94;부산영도구;체육시설;체육관;영도국민체육센터;2009.01.02;위탁;7,890;26,987;47;732,844;2;11,500;288;2,300;9,200;40;2;0;-2
95;부산부산진구;체육시설;기타체육시설;부산진구 국민체육센터;2017.07.14;위탁;3,704;5,809;22;195,693;20;13,637;145;152;13,485;25;20;0;-20
96;부산동래구;문화시설;문화예술회관;동래문화회관;1999.10.22;직영;5,539;10,957;24;130,782;1,907;12,691;60;1,029;11,662;40;1,907;150;-1,757
97;부산동래구;체육시설;체육관;동래구국민체육센터;2014.06.26;위탁;4,869;1,822;29;404,548;0;14,127;217;796;13,331;40;0;151;151
98;부산남구;체육시설;기타체육시설;남구국민체육센터;2010.01.15;직영;5,559;10,900;77;618,586;2,769;10,959;277;2,101;8,858;40;2,769;2,776;7
99;부산북구;기타시설;기타시설;부산북구문화빙상센터;2005.07.13;직영;8,295;33,402;21;179,720;1,766;21,400;515;6,520;14,880;40;1,766;1,036;-730
100;부산해운대구;문화시설;공립도서관;해운대도서관;2010.02.12;위탁;8,555;4,970;36;2,081,784;374;14,761;369;2,922;11,840;40;374;3;-371
101;부산해운대구;문화시설;문화예술회관;해운대문화회관;2007.03.30;직영;6,514;3,686;23;150,000;1,209;11,108;222;2,518;8,590;50;1,209;391;-819
102;부산해운대구;기타시설;기타시설;해운대구문화복합센터;2013.10.30;직영;8,263;3,965;13;163,850;678;12,509;152;955;11,554;40;678;58;-619
103;부산사하구;문화시설;문화예술회관;을숙도문화회관;2002.10.05;직영;10,273;33,058;18;108,291;1,763;23,182;98;1,335;21,848;40;1,763;109;-1,654
104;부산사하구;체육시설;체육관;사하구 국민체육센터;2006.04.07;위탁;7,251;3,656;61;60,000;150;13,700;242;2,583;11,117;40;150;0;-150
105;부산금정구;문화시설;문화예술회관;금정문화회관;2000.03.31;직영;16,603;15,922;23;107,477;2,623;27,660;1,257;12,447;15,213;40;2,623;576;-2,047
106;부산강서구;체육시설;체육관;강서구 국민체육센터;2013.02.06;위탁;5,111;7,471;28;33,031;40;15,530;388;1,909;13,621;40;40;0;-40
107;부산연제구;체육시설;기타체육시설;연제구국민체육센터;2013.09.05;직영;7,693;17,286;6;324,033;1,782;14,517;355;1,448;13,070;40;1,782;1,553;-229
108;부산연제구;복지시설;종합사회복지관;거제종합사회복지관;2012.12.11;위탁;3,656;2,297;17;241,119;1,637;10,609;153;776;9,833;40;1,637;824;-813
109;부산사상구;기타시설;기타시설;사상구 다누림센터;2012.03.13;위탁;18,019;6,520;124;367,300;5,363;28,652;580;2,998;25,654;40;5,363;2,959;-2,404
110;부산기장군;체육시설;체육관;국민체육공원 월드컵빌리지;2012.08.30;위탁;5,085;249,291;10;361,310;3,441;23,212;261;1,339;128,555;40;3,441;1,146;-2,295
111;대구본청;문화시설;박물관;DTC섬유박물관;2015.05.29;위탁;49,667;13,732;16;72,631;969;113,068;4,288;13,693;99,375;40;969;145;-825
112;대구본청;문화시설;미술관;대구미술관;2011.05.26;직영;21,701;71,202;65;205,106;6,474;67,569;1,391;10,783;56,786;40;6,474;156;-6,318
113;대구본청;문화시설;문화예술회관;대구문화예술회관;1990.05.21;직영;24,124;66,100;86;603,681;6,532;26,200;424;7,159;19,041;40;6,532;593;-5,939
114;대구본청;문화시설;문화예술회관;대구오페라하우스;2003.08.07;위탁;17,269;8,659;32;82,720;9,623;44,000;234;3,358;40,642;40;9,623;935;-8,688
115;대구본청;문화시설;문화예술회관;대구콘서트하우스;1975.10.05;직영;26,794;10,331;22;137,013;6,754;54,880;482;16,803;38,077;40;6,754;1;-6,753
116;대구본청;문화시설;과학관;대구광역시어린이회관;1983.11.15;직영;9,021;145,883;43;1,272,157;2,559;36,920;39;874;36,046;40;2,559;169;-2,389
117;대구본청;체육시설;육상경기장;대구스타디움;2001.06.28;직영;139,771;249,974;44;428,627;5,960;283,600;1,835;30,279;253,321;40;5,960;504;-5,456
118;대구본청;체육시설;육상경기장;대구육상진흥센터;2013.12.03;직영;21,600;32,160;16;79,750;1,770;72,500;1,522;5,579;66,921;40;1,770;160;-1,610
119;대구본청;체육시설;야구장;대구삼성라이온즈파크;2016.02.25;위탁;150,868;46,943;40;804,629;6,022;166,600;3,037;5,820;160,780;40;6,022;6,485;463
120;대구본청;체육시설;사격장;대구사격장;2008.10.27;위탁;17,021;191,300;24;190,727;2,574;49,553;1,107;10,148;39,405;40;2,574;1,284;-1,291
121;대구중구;문화시설;문화예술회관;봉산문화회관;2004.10.05;직영;6,390;3,273;14;111,283;1,706;18,055;141;5,642;12,413;40;1,706;397;-1,309
122;대구동구;문화시설;문화예술회관;아양아트센터;2004.05.04;위탁;11,978;25,057;26;201,432;6,646;28,228;649;5,794;22,434;40;6,646;7,435;790
123;대구서구;문화시설;문화예술회관;대구광역시 서구문화회관;1998.03.05;직영;5,834;8,538;12;122,150;2,158;11,475;282;4,357;7,127;40;2,158;212;-1,946
124;대구북구;문화시설;공립도서관;구수산도서관;2009.04.13;위탁;3,702;10,454;13;393,600;1,291;11,003;191;3,129;7,874;40;1,291;0;-1,291
125;대구북구;문화시설;문화예술회관;어울아트센터;1999.10.09;위탁;7,931;11,000;14;27,793;1,907;15,580;276;6,924;8,656;40;1,907;190;-1,717
126;대구북구;문화시설;청소년수련회관;북구청소년회관;2000.12.22;위탁;4,553;9,250;46;541,260;2,221;14,360;321;4,930;9,430;40;2,221;2,129;-92
127;대구북구;체육시설;체육관;대불스포츠센터;2015.10.01;위탁;3,310;3,504;8;16,543;712;14,500;331;662;13,838;40;712;407;-305
128;대구수성구;문화시설;공립도서관;범어도서관;2013.07.29;위탁;6,904;5,965;21;528,899;2,353;28,854;549;3,855;24,999;40;2,353;35;-2,318
129;대구수성구;문화시설;공립도서관;용학도서관;2010.09.13;위탁;4,515;1,720;18;409,674;1,472;10,855;211;2,088;8,767;40;1,472;20;-1,451
130;대구수성구;문화시설;문화예술회관;수성아트피아;2007.05.01;위탁;14,873;18,290;30;168,290;4,465;36,800;797;10,380;26,420;40;4,465;1,431;-3,034
131;대구수성구;체육시설;체육관;수성국민체육센터;2016.08.12;직영;2,070;10,851;9;172,800;531;10,424;232;327;10,097;40;531;403;-128
132;대구달서구;문화시설;문화예술회관;웃는얼굴아트센터;2004.10.14;위탁;9,230;18,815;16;154,540;1,581;26,214;496;5,279;20,935;40;1,581;669;-912
133;대구달성군;문화시설;문화예술회관;달성문화센터;2011.07.15;위탁;7,200;9,000;33;70,694;2,419;21,800;647;3,372;18,428;40;2,419;1,412;-1,006
134;대구달성군;체육시설;육상경기장;달성종합스포츠파크 주경기장;2014.03.31;위탁;2,499;144,500;7;74,848;384;53,638;1,911;5,934;47,704;20;384;146;-238
135;대구달성군;체육시설;기타체육시설;가창 체육공원;2010.12.20;위탁;33;43,800;3;46,000;111;12,535;487;2,210;10,325;20;111;120;10
136;대구달성군;체육시설;기타체육시설;다사 체육공원;2010.12.20;위탁;33;49,380;3;51,200;111;11,510;587;2,672;8,838;20;111;125;15
137;인천본청;문화시설;공립도서관;미추홀도서관;2009.06.23;직영;13,099;5,310;43;674,370;6,302;21,467;339;4,409;17,058;40;6,302;21;-6,281
138;인천본청;문화시설;문화예술회관;인천무형문화재전수교육관;2014.07.11;직영;6,982;8,710;11;36,238;533;20,940;439;1,537;19,403;40;533;11;-522
139;인천본청;문화시설;문화예술회관;인천문화예술회관;1994.04.08;직영;43,313;53,003;47;212,899;22,747;58,658;411;21,708;36,950;40;22,747;1,490;-21,258
140;인천본청;문화시설;과학관;인천어린이과학관;2011.04.07;위탁;14,998;21,688;19;570,200;3,393;65,734;1,643;10,957;54,777;40;3,393;915;-2,478
141;인천본청;체육시설;축구장;인천축구전용경기장;2012.03.02;위탁;25,263;62,155;5;160,549;2,201;214,830;4,327;25,613;189,217;40;2,201;1,321;-880
142;인천본청;체육시설;체육관;삼산월드체육관;2006.09.28;위탁;43,029;50,020;39;948,356;4,865;74,000;2,362;20,667;53,333;40;4,865;3,572;-1,293
143;인천본청;체육시설;체육관;송림체육관;2013.07.19;위탁;22,734;28,994;8;488,029;3,032;36,676;1,158;5,212;31,464;40;3,032;1,718;-1,314
144;인천본청;체육시설;수영장;문학박태환수영장;2013.07.19;위탁;18,194;18,620;10;398,853;3,203;41,608;1,098;4,937;36,671;40;3,203;2,119;-1,084
