순번;자치단체;시설유형;시설구분;시설명;건립일;운영방식;건물면적(㎡);토지면적(㎡);관리인력;연간이용인원;건립비용;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;자산가치 변동현황;비용;수익;순수익
145;인천본청;체육시설;사격장;옥련국제사격장;2014.07.04;위탁;9,999;95,837;10;16,222;871;34,953;842;2,104;32,849;40;871;100;-771
146;인천본청;체육시설;기타체육시설;강화고인돌체육관/아시아드BMX경기장;2013.07.01;위탁;18,746;78,526;4;28,895;937;62,387;1,184;2,939;59,448;40;937;81;-856
147;인천본청;체육시설;기타체육시설;계양체육관/양궁장/국제벨로드롬;2013.09.17;위탁;28,147;308,463;9;219,102;1,996;168,206;2,010;5,642;162,564;40;1,996;691;-1,305
148;인천본청;체육시설;기타체육시설;남동체육관/럭비경기장;2013.09.01;위탁;42,356;171,328;7;149,846;1,559;175,582;2,785;6,962;168,620;40;1,559;871;-688
149;인천본청;체육시설;기타체육시설;문학경기장(야구장포함);2002.02.25;위탁;34,355;441,628;7;2,500,000;6,715;330,500;1,714;124,115;206,385;40;6,715;9,329;2,614
150;인천본청;체육시설;기타체육시설;선학체육관/하키/빙상장;2014.01.01;위탁;13,323;242,484;12;321,323;2,667;151,468;5,576;14,009;137,459;40;2,667;2,140;-527
151;인천본청;체육시설;기타체육시설;송도종합 LNG스포츠타운;2010.02.10;위탁;7,278;98,879;12;96,000;928;24,706;618;4,837;19,869;40;928;359;-568
152;인천본청;체육시설;기타체육시설;열우물테니스/스쿼시경기장;2013.08.18;위탁;26,723;142,944;11;424,776;3,082;150,367;3,207;8,633;141,734;40;3,082;1,516;-1,566
153;인천본청;체육시설;기타체육시설;인천아시아드주경기장/연희크리켓경기장;2014.04.30;위탁;113,663;623,857;47;241,128;3,645;466,515;6,514;16,437;450,078;40;3,645;1,547;-2,098
154;인천본청;기타시설;기타시설;하늘문화센터;2011.06.13;위탁;44,024;7,860;13;367,305;2,289;23,300;583;3,835;19,465;40;2,289;708;-1,581
155;인천중구;문화시설;문화예술회관;중구문화회관;2012.05.10;직영;6,879;10,206;9;18,000;463;21,200;624;3,014;18,186;40;463;71;-392
156;인천중구;체육시설;체육관;인천광역시 중구국민체육센터;2012.05.10;위탁;5,759;35,830;25;90,439;1,459;16,613;386;2,186;14,427;40;1,459;748;-711
157;인천남구;문화시설;청소년수련회관;인천광역시미추홀구청소년수련관;1992.05.01;위탁;3,808;9,366;15;6,500;630;13,097;23;24;13,073;40;630;16;-614
158;인천남동구;문화시설;문화예술회관;남동소래아트홀;2010.12.31;위탁;9,994;9,429;17;91,427;1,387;31,281;136;1,849;29,432;40;1,387;180;-1,206
159;인천부평구;문화시설;문화예술회관;부평아트센터;2009.12.17;위탁;17,236;13,386;52;135,078;3,520;45,424;1,224;6,344;39,080;40;3,520;871;-2,649
160;인천부평구;문화시설;청소년수련회관;부평구청소년수련관;2010.12.10;위탁;4,987;2,991;14;103,736;1,257;13,155;290;1,762;11,393;40;1,257;150;-1,108
161;인천서구;문화시설;문화예술회관;인천서구문화회관;1995.02.11;위탁;13,872;14,304;19;284,711;1,577;14,351;130;2,949;11,402;40;1,577;299;-1,278
162;인천서구;문화시설;청소년수련회관;인천서구청소년수련관;2005.12.20;위탁;5,506;9,921;39;803,059;2,724;13,716;267;3,174;10,542;40;2,724;1,082;-1,642
163;인천서구;기타시설;기타시설;검단복지회관;2000.10.20;위탁;7,577;14,760;36;1,279,952;2,164;38,549;876;15,117;23,433;40;2,164;1,647;-517
164;광주본청;문화시설;문화예술회관;광주문화예술회관;1991.10.21;직영;47,087;88,422;57;207,065;22,792;44,776;739;18,430;26,346;40;22,792;923;-21,869
165;광주본청;문화시설;문화예술회관;빛고을시민문화관;2010.02.02;위탁;20,258;9,346;19;97,343;2,337;49,441;1,241;9,617;39,824;40;2,337;2,400;63
166;광주본청;체육시설;축구장;월드컵경기장;2001.09.30;위탁;69,459;470,278;19;119,105;2,224;249,013;5,607;70,787;188,747;40;2,224;2,402;178
167;광주본청;체육시설;야구장;광주기아챔피언스필드;2014.02.28;위탁;57,646;52,639;27;1,024,830;0;126,724;2,454;9,644;117,808;40;0;0;0
168;광주본청;체육시설;테니스장;진월국제테니스장;2015.02.28;위탁;21,782;53,776;7;77,188;116;54,163;1,249;3,977;44,347;40;116;175;60
169;광주본청;체육시설;체육관;광주여대시립유니버시아드체육관;2015.04.30;위탁;27,885;55,000;5;123,800;679;73,760;1,860;4,771;69,582;40;679;823;145
170;광주본청;체육시설;수영장;남부대국제수영장;2015.03.31;위탁;19,398;50,000;26;123,020;3,608;64,408;1,599;4,132;59,846;40;3,608;3,780;172
171;광주본청;체육시설;양궁장;광주국제양궁장;2015.06.25;위탁;2,216;45,396;2;33,179;346;26,018;253;660;22,108;40;346;346;1
172;광주동구;기타시설;기타시설;동구문화센터;2009.06.29;위탁;4,513;2,887;22;240,000;922;10,550;264;864;9,686;40;922;926;5
173;광주남구;문화시설;문화예술회관;종합문화예술회관;2003.08.23;위탁;1,251;3,723;35;288,077;958;14,266;360;5,014;9,252;40;958;2,084;1,126
174;광주남구;체육시설;체육관;남구 다목적체육관;2016.02.15;위탁;6,161;13,062;38;648,000;1,324;18,413;365;365;18,048;40;1,324;1,432;108
175;광주북구;체육시설;수영장;우산수영장;2012.09.27;위탁;5,857;10,508;29;72,248;1,573;14,910;373;1,777;13,133;40;1,573;1,625;52
176;대전본청;문화시설;문화예술회관;대전예술가의집;2015.01.27;위탁;9,133;6,344;10;79,518;1,118;22,700;559;1,677;21,023;40;1,118;176;-942
177;대전본청;문화시설;문화예술회관;대전예술의전당;2003.10.01;직영;41,965;63,000;88;212,525;12,674;99,276;1,512;28,765;70,511;80;12,674;2,327;-10,347
178;대전본청;문화시설;청소년수련회관;대전청소년위캔(We Can)센터;2014.12.15;위탁;17,168;5,014;48;239,209;2,132;48,200;159;1,755;46,445;40;2,132;2,145;13
179;대전본청;문화시설;청소년수련회관;대전평송청소년문화센터;1997.04.20;위탁;648,715;92,075;39;652,181;2,572;22,418;978;9,170;13,248;40;2,572;2,603;30
180;대전본청;체육시설;육상경기장;한밭종합운동장;1964.01.01;위탁;62,755;124,809;61;796,736;8,262;39,105;181;6,739;32,366;40;8,262;1,255;-7,007
181;대전본청;체육시설;축구장;덕암축구센터;2014.12.19;위탁;4,134;78,555;3;19,124;574;21,700;156;493;21,207;40;574;50;-524
182;대전본청;체육시설;축구장;월드컵경기장;2001.09.27;위탁;101,786;172,378;13;231,151;3,050;143,900;141;2,155;141,745;40;3,050;635;-2,415
183;대전본청;체육시설;수영장;용운국제수영장;2009.08.31;위탁;17,542;67,576;30;613,267;3,705;31,263;741;5,497;25,766;40;3,705;2,105;-1,600
184;대전본청;기타시설;기타시설;대전시립연정국악원;2015.01.12;직영;10,873;6,389;21;47,986;8,196;41,802;1,083;3,156;38,646;40;8,196;244;-7,952
185;대전동구;체육시설;체육관;동구 국민체육센터;2014.04.01;위탁;4,984;4,260;13;56,320;11;14,005;255;956;13,048;40;11;53;43
186;대전중구;기타시설;기타시설;효문화마을관리원;1998.03.09;직영;6,796;19,073;16;151,965;838;12,500;240;3,102;9,398;40;838;478;-360
187;대전서구;체육시설;체육관;남선공원종합체육관;2002.07.01;위탁;12,123;13,672;53;434,902;1,741;21,522;538;8,071;13,451;40;1,741;1,884;143
188;대전서구;체육시설;체육관;도솔다목적체육관;2002.10.07;위탁;6,147;20,295;11;71,177;340;12,448;311;4,668;7,780;40;340;237;-103
189;대전유성구;문화시설;청소년수련회관;유성구청소년수련관;2016.03.20;위탁;5,165;3,593;15;269,778;1,120;10,822;271;541;10,280;40;1,120;1,169;49
190;울산본청;문화시설;박물관;울산박물관;2011.02.01;BTL;14,409;33,058;22;212,008;3,012;51,252;1,346;6,420;44,832;40;3,012;27;-2,985
191;울산본청;문화시설;문화예술회관;울산문화예술회관;1995.07.10;직영;27,078;34,486;258;403,801;15,433;43,661;988;22,713;20,948;40;15,433;1,367;-14,066
192;울산본청;체육시설;축구장;문수축구경기장;2001.06.30;위탁;82,780;92,500;10;203,404;4,076;151,400;3,100;77,294;148,300;40;4,076;2,956;-1,120
193;울산본청;체육시설;야구장;문수야구장;2014.03.21;위탁;15,545;62,987;3;55,551;630;45,000;667;2,556;44,333;40;630;213;-416
194;울산본청;체육시설;체육관;동천체육관;2000.10.26;위탁;22,755;79,287;8;290,246;2,060;48,468;181;3,116;48,287;40;2,060;887;-1,173
195;울산본청;체육시설;수영장;문수실내수영장;2005.08.27;위탁;13,120;20,030;17;865,474;3,296;24,583;614;7,591;23,969;40;3,296;2,194;-1,102
196;울산본청;체육시설;기타체육시설;울산종합운동장;2005.09.02;위탁;32,889;113,602;13;47,459;2,882;75,789;1,846;22,770;73,943;40;2,882;1,330;-1,552
197;울산중구;문화시설;문화예술회관;울산광역시중구문화의전당;2014.11.07;직영;7,741;3,617;15;97,199;3,400;22,249;556;1,715;25,813;40;3,400;449;-2,951
198;울산남구;체육시설;양궁장;울산문수국제양궁장;2004.08.31;위탁;2,047;103,117;4;76,825;198;9,979;367;3,119;15,800;40;198;169;-29
199;울산동구;체육시설;기타체육시설;전하체육센터;2015.08.28;위탁;6,146;21,559;17;330,000;883;15,924;372;837;15,087;40;883;536;-347
200;울산북구;체육시설;체육관;쇠부리체육센터;2017.08.06;위탁;5,314;9,527;19;59,696;395;16,351;119;119;16,232;40;395;209;-186
201;울산북구;체육시설;체육관;오토밸리복지센터;2009.07.14;직영;11,678;8,778;16;580,000;2,156;20,810;427;3,200;17,609;40;2,156;1,324;-831
202;울산울주군;문화시설;공립도서관;울주선바위도서관;2014.05.23;직영;7,816;4,546;41;1,043,479;2,038;22,290;450;1,616;20,674;40;2,038;18;-2,020
203;울산울주군;문화시설;문화예술회관;울주문화예술회관;2009.11.20;위탁;2,854;6,486;13;54,600;1,355;12,800;235;2,333;10,467;40;1,355;188;-1,166
204;울산울주군;문화시설;청소년수련회관;울주군청소년수련관;2009.07.30;위탁;5,523;9,509;20;270,479;1,341;12,388;270;2,281;10,107;40;1,341;855;-486
205;울산울주군;문화시설;과학관;태화강생태관;2015.11.30;직영;3,959;11,945;16;139,588;1,683;15,400;403;862;14,538;40;1,683;68;-1,615
206;울산울주군;체육시설;기타체육시설;간절곶 스포츠파크;2007.04.14;위탁;668;83,544;2;34,641;208;21,260;51;506;20,754;30;208;49;-159
207;울산울주군;체육시설;기타체육시설;서생체육공원;2004.12.01;위탁;0;48,221;1;11,906;78;10,500;535;4,620;5,880;25;78;10;-68
208;울산울주군;체육시설;기타체육시설;울주군국민체육센터;2016.11.11;위탁;18,703;5,073;16;239,581;1,096;14,096;352;700;13,396;40;1,096;624;-472
209;울산울주군;기타시설;기타시설;영남알프스 복합웰컴센터;2015.07.30;직영;3,591;103,604;33;92,181;804;26,818;358;866;25,952;40;804;510;-294
210;울산울주군;기타시설;기타시설;온산문화체육센터;2014.07.30;위탁;6,523;15,332;17;206,080;1,346;22,540;563;1,846;20,694;40;1,346;791;-555
211;울산울주군;기타시설;기타시설;온양문화복지센터;2008.12.15;위탁;1,462;4,867;5;121,651;855;12,129;287;2,407;9,722;40;855;252;-603
212;세종본청;복지시설;종합사회복지관;종촌종합복지센터;2014.11.21;위탁;15,873;10,125;26;42,981;1,899;40,200;1,005;3,015;37,185;40;1,899;0;-1,899
213;세종본청;기타시설;기타시설;아름동복합커뮤니티센터;2013.11.19;직영;15,930;20,768;6;120,500;647;65,923;1,652;6,177;59,747;40;647;0;-647
214;세종본청;기타시설;기타시설;어진동복합커뮤니티센터;2013.07.23;직영;13,461;14,965;13;120,000;748;42,200;1,055;4,132;38,068;40;748;389;-359
215;경기본청;문화시설;박물관;경기도어린이박물관;2011.09.26;위탁;10,825;94,862;14;562,828;4,145;30,166;754;3,896;26,604;40;4,145;967;-3,178
216;경기본청;문화시설;박물관;전곡선사박물관;2011.04.25;위탁;5,798;74,469;25;180,255;3,391;33,565;839;4,335;43,865;40;3,391;160;-3,231
217;경기본청;문화시설;미술관;경기도미술관;2006.10.25;위탁;8,277;10,000;20;158,725;4,705;18,091;452;5,126;23,374;40;4,705;145;-4,560
218;경기본청;문화시설;미술관;백남준아트센터;2008.03.10;위탁;5,605;30,983;18;167,614;3,756;15,939;398;3,951;32,049;40;3,756;183;-3,573
219;경기수원시;문화시설;공립도서관;광교홍재도서관;2014.12.17;직영;9,824;3,057;23;524,810;1,460;22,362;559;2,236;20,126;40;1,460;44;-1,416
220;경기수원시;문화시설;공립도서관;호매실도서관;2014.12.16;직영;4,930;8,637;21;393,476;1,704;11,551;289;1,155;10,396;40;1,704;25;-1,679
221;경기수원시;문화시설;박물관;수원광교박물관;2014.03.07;직영;4,086;8,492;17;117,810;1,101;18,325;458;1,565;16,760;40;1,101;29;-1,072
222;경기수원시;문화시설;박물관;수원박물관;2008.10.01;직영;7,118;39,885;33;117,810;2,693;25,732;643;6,433;19,299;40;2,693;140;-2,553
223;경기수원시;문화시설;박물관;수원화성박물관;2009.04.27;직영;5,635;8,461;19;332,403;2,041;62,771;1,569;14,123;48,648;40;2,041;166;-1,876
224;경기수원시;문화시설;미술관;수원시립아이파크미술관;2015.06.25;직영;9,661;6,404;36;117,232;1,508;30,625;766;1,595;29,030;40;1,508;163;-1,345
225;경기수원시;문화시설;문화예술회관;장안종합구민회관;2006.03.08;위탁;14,806;31,405;40;1,557,590;3,769;27,666;692;7,608;20,058;40;3,769;2,703;-1,066
226;경기수원시;체육시설;육상경기장;수원종합운동장;1971.10.31;위탁;33,742;186,789;31;1,831,000;3,897;87,246;1,234;30,675;56,571;40;3,897;1,704;-2,193
227;경기수원시;체육시설;체육관;서수원칠보체육관;2016.02.19;위탁;18,364;61,910;12;230,275;1,319;36,752;919;1,761;34,991;40;1,319;373;-945
228;경기수원시;복지시설;종합사회복지관;영통종합사회복지관;2004.05.08;위탁;15,042;7,193;56;977,586;5,062;24,822;672;8,739;16,083;40;5,062;1,907;-3,156
229;경기성남시;문화시설;공립도서관;성남시 구미도서관;2008.02.12;직영;6,284;5,282;47;979,512;2,923;15,983;639;6,393;9,590;40;2,923;125;-2,798
230;경기성남시;문화시설;공립도서관;성남시 분당도서관;1999.10.27;직영;8,525;4,052;55;1,330,907;1,823;11,100;278;5,273;5,828;40;1,823;164;-1,659
231;경기성남시;문화시설;공립도서관;성남시 중원어린이도서관;2010.07.15;직영;10,560;3,602;35;267,680;1,464;21,722;458;2,748;18,974;40;1,464;97;-1,366
232;경기성남시;문화시설;공립도서관;성남시 판교도서관;2010.03.23;직영;10,271;946,887;51;973,175;1,861;45,304;1,133;9,061;36,243;40;1,861;308;-1,553
233;경기성남시;문화시설;공립도서관;평생학습원;2001.11.13;직영;23,778;58,586;79;1,385,297;4,634;39,057;797;13,085;25,972;40;4,634;1,363;-3,271
234;경기성남시;문화시설;박물관;판교박물관;2013.04.02;직영;1,449;4,892;6;56,559;806;10,241;155;865;9,376;40;806;0;-806
235;경기성남시;문화시설;문화예술회관;성남아트센터;2005.09.20;위탁;47,949;133,858;127;305,057;26,275;152,385;1,780;31,976;120,409;40;26,275;25,147;-1,128
236;경기성남시;문화시설;청소년수련회관;분당정자청소년수련관;2004.04.12;위탁;7,329;2,992;29;407,776;1,655;15,589;600;5,456;10,133;40;1,655;1,730;75
237;경기성남시;문화시설;청소년수련회관;분당판교청소년수련관;2010.03.23;위탁;6,617;10,552;29;436,255;2,553;38,821;971;7,764;31,057;40;2,553;2,650;97
238;경기성남시;문화시설;청소년수련회관;수정청소년수련관;1994.08.02;위탁;7,746;12,740;29;591,172;2,948;13,500;794;7,763;5,738;40;2,948;3,235;287
239;경기성남시;문화시설;청소년수련회관;중원청소년수련관;2008.01.17;위탁;14,324;14,996;29;793,536;3,176;31,100;680;6,799;24,301;40;3,176;3,255;79
240;경기성남시;체육시설;육상경기장;성남종합운동장;1986.09.01;위탁;7,023;101,864;30;880,453;2,518;18,980;475;14,828;4,152;40;2,518;1,510;-1,007
241;경기성남시;체육시설;육상경기장;탄천종합운동장;2001.12.10;위탁;37,163;106,359;68;4,129,242;11,294;11,045;276;4,418;6,627;40;11,294;6,781;-4,513
242;경기성남시;체육시설;체육관;산성실내배드민턴장;2014.09.14;위탁;6,160;9,057;7;79,767;582;10,880;272;884;9,996;40;582;181;-401
243;경기성남시;체육시설;체육관;탄천스포츠센터;2010.03.31;위탁;9,990;106,359;17;273,132;3,002;13,206;330;10,647;2,559;40;3,002;1,282;-1,720
244;경기성남시;복지시설;종합사회복지관;도촌종합사회복지관;2015.03.20;위탁;5,525;1,361;20;240,409;1,994;16,144;356;1,068;15,076;40;1,994;1,994;0
245;경기성남시;복지시설;종합사회복지관;판교종합사회복지관;2015.11.30;위탁;7,090;2,071;15;210,532;1,897;21,588;423;1,260;20,329;40;1,897;1,897;0
246;경기성남시;기타시설;기타시설;성남 고령친화종합체험관;2012.07.01;위탁;11,118;5,062;16;101,520;2,243;26,099;652;3,915;22,184;40;2,243;126;-2,117
247;경기고양시;문화시설;박물관;고양어린이박물관;2016.03.24;위탁;8,492;8,232;17;253,850;4,037;24,329;608;1,115;23,214;40;4,037;5,303;1,265
248;경기고양시;문화시설;문화예술회관;고양아람누리;2007.02.13;위탁;56,351;54,239;39;248,476;6,950;125,048;3,126;34,128;101,010;40;6,950;6,722;-229
249;경기고양시;문화시설;문화예술회관;고양어울림누리(별따기배움터);2004.07.31;위탁;8,912;6,276;34;191,791;4,334;19,112;478;6,450;103,793;40;4,334;4,858;524
250;경기고양시;문화시설;문화예술회관;고양어울림누리(어울림극장);2004.07.31;위탁;8,421;12,897;13;191,791;4,334;74,659;1,866;25,197;85,046;40;4,334;4,858;524
251;경기고양시;체육시설;육상경기장;고양시종합운동장;2003.09.26;위탁;60,460;305,350;30;449,306;2,716;113,126;2,829;39,802;73,324;40;2,716;640;-2,075
252;경기고양시;체육시설;체육관;고양체육관;2011.06.25;위탁;39,371;53,973;20;951,847;5,260;98,467;2,462;16,194;82,934;40;5,260;5,075;-185
253;경기고양시;체육시설;수영장;고양어울림누리(꽃우물수영장);2005.08.31;위탁;7,346;12,394;11;1,471,079;5,205;32,723;823;10,908;21,815;40;5,205;4,907;-298
254;경기고양시;체육시설;빙상장;고양어울림누리(얼음마루);2005.08.31;위탁;6,367;12,650;10;403,250;2,405;31,263;782;10,551;20,712;40;2,405;1,773;-632
255;경기고양시;복지시설;종합사회복지관;고양시덕양행신종합사회복지관;2016.10.19;위탁;15,318;5,488;46;221,280;1,559;30,464;732;915;32,891;40;1,559;0;-1,559
256;경기고양시;복지시설;종합사회복지관;덕양노인종합복지관;2008.06.12;위탁;10,527;7,574;7;469,134;2,542;16,880;422;4,114;13,196;40;2,542;2,542;0
257;경기고양시;기타시설;기타시설;고양시재활스포츠센터;2010.11.01;위탁;5,855;9,594;30;257,946;2,702;12,510;313;2,292;10,566;40;2,702;2,778;76
258;경기용인시;문화시설;공립도서관;기흥도서관;2010.12.31;직영;6,607;13,200;29;595,439;1,420;16,488;412;2,920;13,568;40;1,420;51;-1,369
259;경기용인시;문화시설;공립도서관;동백도서관;2009.06.08;직영;5,560;41,236;28;623,278;1,281;13,000;325;2,600;10,400;40;1,281;25;-1,256
260;경기용인시;문화시설;공립도서관;죽전도서관;2008.12.29;직영;4,965;6,490;26;581,209;1,375;14,000;467;484;13,516;40;1,375;53;-1,322
261;경기용인시;문화시설;박물관;용인시박물관;2009.11.13;직영;1,317;3,298;16;33,427;978;12,007;300;2,426;9,580;40;978;0;-978
262;경기용인시;문화시설;문화예술회관;용인여성회관;2004.07.15;직영;13,647;7,988;64;61,841;1,611;26,604;337;4,211;22,393;40;1,611;429;-1,182
263;경기용인시;문화시설;청소년수련회관;용인시청소년수련관;2005.08.05;위탁;8,362;10,800;24;1,076,858;2,680;29,945;357;5,478;24,468;40;2,680;2,839;159
264;경기용인시;체육시설;축구장;용인시축구센터;2004.10.22;위탁;9,782;147,707;40;31,992;5,419;31,100;609;8,623;19,394;40;5,419;5,838;419
265;경기용인시;체육시설;체육관;용인시민체육센터;2009.11.29;위탁;6,664;15,565;15;535,713;1,892;22,444;561;3,928;18,516;40;1,892;1,284;-608
266;경기용인시;체육시설;조정카누장;조정경기장;2011.12.30;위탁;6,287;28,655;2;15,800;178;19,539;270;1,373;18,166;40;178;42;-136
267;경기부천시;문화시설;박물관;한국만화박물관;2009.08.07;위탁;8,341;26,541;40;252,153;1,004;21,589;540;4,543;17,460;40;1,004;753;-251
268;경기부천시;체육시설;육상경기장;부천종합운동장;2001.01.31;위탁;58,236;583,905;30;710,508;4,550;116,032;593;9,420;106,612;40;4,550;1,996;-2,554
269;경기부천시;체육시설;체육관;부천체육관;1997.09.28;위탁;15,497;81,631;20;178,040;2,195;19,792;22;281;19,511;40;2,195;1,150;-1,045
270;경기부천시;체육시설;수영장;소사국민체육센터;2002.05.01;위탁;6,548;8,212;30;639,382;3,152;10,380;75;1,180;9,200;40;3,152;2,756;-397
271;경기부천시;체육시설;기타체육시설;오정레포츠센터;2011.04.04;위탁;9,792;17,926;25;623,455;2,581;42,000;619;4,227;37,773;40;2,581;2,592;11
272;경기부천시;기타시설;기타시설;복사골여성청소년문화센터;1999.05.01;위탁;31,097;9,118;42;2,000,000;3,667;54,938;387;7,309;47,629;40;3,667;535;-3,133
273;경기부천시;기타시설;기타시설;송내어울마당;2015.12.21;위탁;14,693;4,302;11;641,503;638;30,817;655;1,365;29,453;40;638;462;-176
274;경기안산시;문화시설;문화예술회관;안산문화예술의전당;2004.06.17;위탁;44,864;78,484;53;1,187,980;13,978;72,991;1,813;22,954;74,506;40;13,978;13,873;-105
275;경기안산시;체육시설;육상경기장;와~스타디움;2006.11.30;위탁;53,691;221,951;9;91,020;1,645;98,388;2,460;27,467;79,650;40;1,645;1,122;-523
276;경기안산시;체육시설;체육관;상록수체육관;2013.06.11;위탁;9,833;123,747;9;88,680;1,098;27,198;680;3,116;24,384;40;1,098;664;-434
277;경기안양시;문화시설;공립도서관;석수도서관;2003.12.19;직영;10,652;13,713;26;912,373;3,073;17,696;365;4,742;12,954;40;3,073;161;-2,912
278;경기안양시;문화시설;박물관;김중업건축박물관;2014.03.28;위탁;4,596;16,243;8;42,349;1,286;1,933;48;157;35,151;41;1,286;1,848;562
279;경기안양시;문화시설;문화예술회관;안양아트센터;1989.12.05;위탁;15,609;11,909;55;150,706;10,613;44,330;1,057;13,185;31,146;40;10,613;10,490;-123
280;경기안양시;문화시설;청소년수련회관;만안청소년수련관;2008.11.19;위탁;13,636;11,366;26;638,688;4,066;29,247;731;6,757;23,411;40;4,066;4,688;622
281;경기안양시;체육시설;체육관;안양체육관;2000.10.31;위탁;20,423;15,300;3;245,050;797;37,178;929;15,104;22,074;40;797;566;-231
282;경기안양시;체육시설;체육관;호계체육관;2008.08.06;위탁;12,391;4,448;24;308,417;1,734;30,193;764;6,434;24,144;40;1,734;1,480;-254
283;경기안양시;체육시설;빙상장;빙상장;2000.10.31;위탁;25,029;8,060;10;105,394;1,055;43,662;1,092;17,738;25,924;40;1,055;603;-452
284;경기안양시;복지시설;종합사회복지관;만안종합사회복지관;2016.11.01;위탁;4,433;1,677;1;42,703;696;8,955;224;410;15,636;40;696;0;-696
285;경기남양주시;문화시설;공립도서관;남양주시 진접푸른숲도서관;2014.03.27;직영;5,352;6,663;28;288,586;937;10,000;258;988;9,012;40;937;11;-926
286;경기남양주시;문화시설;공립도서관;별빛도서관;2016.06.02;직영;6,338;2,400;30;422,022;1,099;13,500;15;30;13,470;40;1,099;6;-1,093
287;경기남양주시;문화시설;박물관;남양주 유기농 테마파크;2011.09.26;위탁;5,709;43,314;20;207,821;2,181;40,956;695;3,662;37,294;40;2,181;1,001;-1,180
